"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.paragraph_id","Input.content","Answer.ParaphraseQuestionBox","Approve","Reject"
"3VCK0Q0PO5EENK16I9ECZ2XTU15N07","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:43 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:43 PDT 2016","","","3OONKJ5DKCJ0CC2M77GFMSPZLGCOBW","A2HOUSKURBF8UA","Submitted","Tue Mar 08 09:18:54 PST 2016","Tue Mar 08 09:19:36 PST 2016","Wed Mar 09 09:19:36 PST 2016","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","Nanking_Massacre-Apology_and_condolences_by_the_Prime_Minister_and_Emperor_of_Japan","<font color=""blue"">Question</font>: What day was the 50th anniversary of the Surrender of Japan?<br/><font color=""blue"">Sentence(s)</font>: On August 15, 1995, the fiftieth anniversary of the Surrender of Japan, the Japanese prime minister Tomiichi Murayama gave the first clear and formal apology for Japanese actions during the war.","What was the date of the 50th anniversary of the Surrender of Japan?"
"32TMVRKDGNYAJ1W3V8CVT8XBMIM48G","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3PPTZCWALQKZFMIISYOMXFR2RKKZQP","A2416IYI3FQMAG","Submitted","Tue Mar 08 09:54:48 PST 2016","Tue Mar 08 09:55:18 PST 2016","Wed Mar 09 09:55:18 PST 2016","","","","30","100% (114/114)","100% (114/114)","0% (0/0)","Sailing-Knots_and_line_handling","<font color=""blue"">Question</font>: Describe a reef knot.<br/><font color=""blue"">Sentence(s)</font>: reef knot — joining two ends of a single line to bind around an object","What is a reef knot?"
"3EFNPKWBMSO7JG8W0QUXQOZNPKF035","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:43 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:43 PDT 2016","","","3K2755HG5S3ZLWNDM0OVUO4LW0ZDF8","A3RYTY3QHRXNIY","Submitted","Tue Mar 08 09:30:29 PST 2016","Tue Mar 08 09:32:11 PST 2016","Wed Mar 09 09:32:11 PST 2016","","","","102","0% (0/0)","0% (0/0)","0% (0/0)","Balkan_Wars-Young_Turk_revolution","<font color=""blue"">Question</font>: When did Austria-Hungary annex the de jure Ottoman province of Bosnia and Herzegovina?<br/><font color=""blue"">Sentence(s)</font>: However, following the Sultan's attempted counter-coup, the liberal element of the Young Turks was sidelined and the nationalist element became dominant.At the same time, in October 1908, Austria-Hungary seized the opportunity of the Ottoman political upheaval to annex the ""de jure"" Ottoman province of Bosnia and Herzegovina, which it had occupied since 1878 (see ""Bosnian Crisis""), and Bulgaria declared itself a fully independent kingdom.","What year was the province of Bosnia and Herzegovina Annexed by Austria Hungary"
"3QI9WAYOGQB6H8FQSUBF7XHQU3ZS6P","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:43 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:43 PDT 2016","","","3ZR9AIQJUB9VOWPUQ74HODNBDLJ40K","A1IOJ2LGMGISYM","Submitted","Tue Mar 08 09:40:35 PST 2016","Tue Mar 08 09:41:33 PST 2016","Wed Mar 09 09:41:33 PST 2016","","","","58","100% (20/20)","100% (20/20)","100% (18/18)","Balkan_Wars-First_Balkan_War","<font color=""blue"">Question</font>: Who was allied with Bulgaria and Montenegro in the First Balkan War?<br/><font color=""blue"">Sentence(s)</font>: The three Slavic allies (Bulgaria, Serbia and Montenegro) had laid out extensive plans to coordinate their war efforts, in continuation of their secret prewar settlements and under close Russian supervision (Greece was not included).","Who were the allies Bulgaria and Montenegro during the First Balkan War?"
"3RIHDBQ1NEYJG2M24G6XSF7ABSXHM3","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3XC1O3LBOSMS2DT6U1R8U5RRWI9TLC","A2R2SRVTIP1ZXY","Submitted","Tue Mar 08 09:32:47 PST 2016","Tue Mar 08 09:34:33 PST 2016","Wed Mar 09 09:34:33 PST 2016","","","","106","0% (0/0)","0% (0/0)","0% (0/0)","Track_and_field-Combined_events","<font color=""blue"">Question</font>: How are track and field athletes ranked?<br/><font color=""blue"">Sentence(s)</font>: Athletes are allocated points based on an international-standard points scoring system, such as the decathlon scoring table.The Ancient Olympic pentathlon (comprising long jump, javelin, discus, the ""stadion"" race and wrestling) was a precursor to the track and field combined events and this ancient event was restored at the 1906 Summer Olympics (Intercalated Games).","How athletes are allocated as per decathlon scoring table for track and field?"
"3H1C3QRA01JUN6J91Q4D4G5LPY1CE0","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:43 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:43 PDT 2016","","","3S4AW7T80BI8LSEGF0Q0MXFZGJVL4B","APLM60G5KFRV3","Submitted","Tue Mar 08 09:55:26 PST 2016","Tue Mar 08 09:57:29 PST 2016","Wed Mar 09 09:57:29 PST 2016","","","","123","0% (0/0)","0% (0/0)","0% (0/0)","Watergate_scandal-Role_of_the_media","<font color=""blue"">Question</font>: Who were the reporters involved int the Watergate scandal?<br/><font color=""blue"">Sentence(s)</font>: Relying heavily upon anonymous sources, ""Post"" reporters Bob Woodward and Carl Bernstein uncovered information suggesting that knowledge of the break-in, and attempts to cover it up, led deeply into the Justice Department, the FBI, the CIA, and the White House.Chief among the ""Post's"" anonymous sources was an individual whom Woodward and Bernstein had nicknamed Deep Throat; 33 years later, in 2005, he was confirmed to be William Mark Felt, Sr., the former deputy director of the FBI.","Who were the columnists tangled within the Watergate crime?"
"3HO4MYYR12OMWL7UHZ6FMYZEF0K6UJ","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","33LKR6A5KEKFC6P21R9PAQIDYC61TG","A2TEWO3WJ5YKGG","Submitted","Tue Mar 08 09:43:20 PST 2016","Tue Mar 08 09:45:41 PST 2016","Wed Mar 09 09:45:41 PST 2016","","","","141","0% (0/0)","0% (0/0)","0% (0/0)","Track_and_field-Multi-sport_events","<font color=""blue"">Question</font>: What year did track and field begin following an Olympic style model?<br/><font color=""blue"">Sentence(s)</font>: Among some of the first of these events to follow the Olympic-style model were the World University Games in 1923, the Commonwealth Games in 1930, and the Maccabiah Games in 1932.","In which  time period  did  track and field begin following an Olympic style model?"
"32LAQ1JNT9PSYJI6DCE8X8RSZ8VUTI","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:43 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:43 PDT 2016","","","39PAAFCODM0VYI5085TEHEPTNGAVTW","A27QLSB53XTM7U","Submitted","Tue Mar 08 09:22:06 PST 2016","Tue Mar 08 09:22:44 PST 2016","Wed Mar 09 09:22:44 PST 2016","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","Watergate_scandal-Release_of_the_tapes","<font color=""blue"">Question</font>: Who was Nixon's longtime personal secretary?<br/><font color=""blue"">Sentence(s)</font>: Nixon's longtime personal secretary, Rose Mary Woods, said she had accidentally erased the tape by pushing the wrong pedal on her tape player when answering the phone.","What was the name of Nixon's personal secretary?"
"366FYU4PTGPC64VXT3LBSZITU7AEKF","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:43 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:43 PDT 2016","","","3OCHAWUVGOKOZOK8EBG448ZIKEUXKY","APLM60G5KFRV3","Submitted","Tue Mar 08 09:53:22 PST 2016","Tue Mar 08 09:55:25 PST 2016","Wed Mar 09 09:55:25 PST 2016","","","","123","0% (0/0)","0% (0/0)","0% (0/0)","Battle_of_Moscow-Mozhaisk_defense_line_(13_–_30_October)","<font color=""blue"">Question</font>: During the battle of Moscow what prevented the Germans from reaching Tula until October 1941?<br/><font color=""blue"">Sentence(s)</font>: However bad weather, fuel problems, and damaged roads and bridges eventually slowed the Germans, and Guderian did not reach the outskirts of Tula until 26 October 1941.","In the midst of the war of Moscow what kept the Germans from arriving in Tula until October 1941?"
"34OWYT6U3WH45DESLPKDN525B659IP","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3R3YRB5GRF3Q67HRXFSSQNXILKJAU4","APNDS7GQJ8PP7","Submitted","Tue Mar 08 09:48:56 PST 2016","Tue Mar 08 09:49:38 PST 2016","Wed Mar 09 09:49:38 PST 2016","","","","42","100% (33/33)","100% (33/33)","100% (33/33)","Olympic_weightlifting-Abstract","<font color=""blue"">Question</font>: What is another name for Olympic weightlifting?<br/><font color=""blue"">Sentence(s)</font>: Olympic weightlifting, also called Olympic-style weightlifting, or weightlifting, is an athletic discipline in the modern Olympic programme in which the athlete attempts a maximum-weight single lift of a barbell loaded with weight plates.The two competition lifts in order are the snatch and the clean and jerk.","What else can someone call Olympic Weightlifting?"
