"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.paragraph_id","Input.content","Answer.ParaphraseQuestionBox","Approve","Reject"
"3W0KKJIARR9VX3L6G0ZB0PM7IX3K8Y","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3Y54SXRO1LLVL3G03FJ9LSNA829TUY","A3LMXLAOCT5EHP","Submitted","Thu Feb 25 10:08:53 PST 2016","Thu Feb 25 10:09:27 PST 2016","Fri Feb 26 10:09:27 PST 2016","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","Rolling_in_the_Deep-Music_video","<font color=""blue"">Question</font>: Who directed the music video for Rolling in the Deep?<br/><font color=""blue"">Sentence(s)</font>: The music video for ""Rolling in the Deep,"" directed by Sam Brown, premiered on Channel 4 on 3 December 2010.The video begins in an abandoned house, where Adele is sitting in a chair singing.","Which director is responsible for the video for ""Rolling in the Deep""?"
"38B7Q9C28G5OCTJRJOBOQ2C0182695","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3MD9PLUKKIEECP5QC6W5TLWXL22ZNS","A3LMXLAOCT5EHP","Submitted","Thu Feb 25 10:10:53 PST 2016","Thu Feb 25 10:11:05 PST 2016","Fri Feb 26 10:11:05 PST 2016","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Gangnam_Style-Production","<font color=""blue"">Question</font>: How old is Hwang Min-woo?<br/><font color=""blue"">Sentence(s)</font>:  Hwang Min-woo, a 7-year-old boy who dances at the beginning of the video.","How long has Hwang Min-woo been alive?"
"31JUPBOORN46H93O10BCFPZM7X9L83","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3NLZY2D53PPFAX1EDXXDP0G4B4HLQI","A2I7IBMDE3SFTI","Submitted","Thu Feb 25 10:08:06 PST 2016","Thu Feb 25 10:08:28 PST 2016","Fri Feb 26 10:08:28 PST 2016","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","Let_It_Be-Recording_sessions","<font color=""blue"">Question</font>: What date did the Beatles perform their Rooftop Concert at the Apple Building?<br/><font color=""blue"">Sentence(s)</font>: Preston worked with the Beatles throughout their stay at Apple Studios.The live concert idea culminated with the Beatles and Preston performing on 30 January on the rooftop of the Beatles' Apple Building at 3 Savile Row before a small audience of friends and employees.","The Beatles' Rooftop Concert was performed on which date?"
"335HHSX8CD5GC8GPRN7U9PKG17XDHU","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3RXPCZQMQPBB713WHRAIB73O7B41GY","A3LMXLAOCT5EHP","Submitted","Thu Feb 25 10:05:51 PST 2016","Thu Feb 25 10:06:07 PST 2016","Fri Feb 26 10:06:07 PST 2016","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Hey_Jude-Cover_versions","<font color=""blue"">Question</font>: In what year was a version of the song performed on the TV show Glee?<br/><font color=""blue"">Sentence(s)</font>: The song was performed by the members of glee club in the 2013 ""Glee"" episode ""Tina in the Sky with Diamonds"" and the soundtrack ""Glee Sings the Beatles"", in which the song is shortened to four minutes and fifty-one seconds.","What year was the song performed on the TV show Glee?"
"3VP28W7DUNKZ1DUFOF8RXWR69AUFZX","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3CTOC39K37QZ9P8ZEDCU9UMH2PL7J5","AMBHQ6H27OXO5","Submitted","Thu Feb 25 10:09:57 PST 2016","Thu Feb 25 10:10:12 PST 2016","Fri Feb 26 10:10:12 PST 2016","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","I_Want_to_Hold_Your_Hand-Personnel","<font color=""blue"">Question</font>: Who plays the drums?<br/><font color=""blue"">Sentence(s)</font>: Ringo Starr – drums, handclaps","Who played the drums?"
"39WICJI5ATS4L1EM4K7PWN296KQ3ZD","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3B837J3LDOW2QBB4ALJE6C44ZKQSR3","A1TM1ZFU4OIPTD","Submitted","Thu Feb 25 09:53:01 PST 2016","Thu Feb 25 09:53:49 PST 2016","Fri Feb 26 09:53:49 PST 2016","","","","48","100% (5/5)","100% (5/5)","0% (0/0)","Every_Breath_You_Take-Abstract","<font color=""blue"">Question</font>: Who sang Every Breath You Take and how did it perform?<br/><font color=""blue"">Sentence(s)</font>: ""Every Breath You Take"" is a song by The Police on the band's 1983 album ""Synchronicity"", written by Sting.</br>The single entered the charts at position 36 on 4 June 1983.</br>The single was one of the biggest hits of 1983, topping the Billboard Hot 100 singles chart for eight weeks and the UK Singles Chart for four weeks.</br>It also topped the ""Billboard"" Top Tracks chart for nine weeks.At the 26th Annual Grammy Awards the song was nominated for three Grammy Awards including Song of the Year, Record of the Year, and Best Pop Performance by a Duo or Group with Vocals.</br>84 on the ""Rolling Stone"" list of the 500 Greatest Songs of All Time the highest position of any new wave rock song.</br>25 on ""Billboard""'s Hot 100 All-Time Top Songs.</br>The song is considered to be The Police's signature song, and in 2010 was estimated to generate between a quarter and a third of Sting's music publishing income.In the USA, Every Breath You Take was the best-selling single of 1983 and fifth best-selling single of the decade.","Who sang Every Breathe You Take and how did it do?"
"3I7KR83SNADVB84GLS5P0LHI23LK9N","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3WLEIWSYHOHWWIG3K1SE1QPUEHT2HD","A3LMXLAOCT5EHP","Submitted","Thu Feb 25 09:56:41 PST 2016","Thu Feb 25 09:57:22 PST 2016","Fri Feb 26 09:57:22 PST 2016","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","Free_Bird-In_popular_culture","<font color=""blue"">Question</font>: What instrument did Will Ferrell play?<br/><font color=""blue"">Sentence(s)</font>: Ferrell also played Cowbell.","What instrument is Will Ferrell able to play?"
"3P7RGTLO6ED9GRELDYJPWGS28L3KA2","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:38 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:38 PST 2016","","","3I33IC7ZWF2HMV8PEVIMK42Q1M4A2B","A1W8V6QS65FT1E","Submitted","Thu Feb 25 10:00:04 PST 2016","Thu Feb 25 10:00:32 PST 2016","Fri Feb 26 10:00:32 PST 2016","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","Counting_Stars-Music_video","<font color=""blue"">Question</font>: What year was Counting Stars music video filmed?<br/><font color=""blue"">Sentence(s)</font>: The music video was filmed on May 10, 2013, in New Orleans, Louisiana, and premiered on May 31, 2013.","When was the music video Counting Stars filmed?"
"337F8MIIMZDS1CR004ZG0TRT2D3407","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:39 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:39 PST 2016","","","36V4Q8R5ZK0ZGFJZD9YSPDVTB97MQL","A301Q2LMIIQYRQ","Submitted","Thu Feb 25 09:57:50 PST 2016","Thu Feb 25 09:58:13 PST 2016","Fri Feb 26 09:58:13 PST 2016","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","How_to_Save_a_Life-Personnel","<font color=""blue"">Question</font>: Who did lead vocals and piano?<br/><font color=""blue"">Sentence(s)</font>: Isaac Slade - lead vocals, piano","Who played piano and also sung lead vocals?"
"3NQUW096N686VEMY6SHQFLUXR3RL9S","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Thu Feb 25 09:50:39 PST 2016","1","BatchId:2284411;","180","86400","Thu Mar 03 09:50:39 PST 2016","","","392CY0QWG1R6VR6AUXTNUHN7Y85I4J","AMBHQ6H27OXO5","Submitted","Thu Feb 25 10:02:43 PST 2016","Thu Feb 25 10:03:07 PST 2016","Fri Feb 26 10:03:07 PST 2016","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","Wake_Me_Up_When_September_Ends-Abstract","<font color=""blue"">Question</font>: In what year was Wake Me Up When September Ends released?<br/><font color=""blue"">Sentence(s)</font>: It was released in June 2005 as the fourth single from their seventh album, ""American Idiot"".The song deals with the death of lead singer Billie Joe Armstrong's father, who died when Armstrong was a child.The single peaked at number six in the United States, becoming Green Day's third Top 10 single.","When was Wake Me Up When September Ends released?"
