"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.paragraph_id","Input.content","Answer.ParaphraseQuestionBox","Approve","Reject"
"307FVKVSYRF6JNRKL3KPF81GAMF746","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3483FV8BEEJGZTWMOI1A4Z045TW62F","A17J1CE7N49Z9D","Approved","Tue Feb 23 11:33:28 PST 2016","Tue Feb 23 11:33:43 PST 2016","Wed Feb 24 11:33:43 PST 2016","2016-02-24 19:38:10 UTC","","","15","100% (45/45)","100% (45/45)","100% (21/21)","Rolling_in_the_Deep-Personnel","<font color=""blue"">Question</font>: Who is credited for songwriting for ""Rolling in the Deep""?<br/><font color=""blue"">Sentence(s)</font>: Songwriting - Paul Epworth & Adele Adkins","who are the songwriters for rolling in the deep?"
"3Q2T3FD0ON84MUF3PVHVOL60RBD3MR","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3HOSI13XHZO2NC9HVUT56O10J69DDO","A36W7RZROOARHJ","Approved","Tue Feb 23 11:37:27 PST 2016","Tue Feb 23 11:38:17 PST 2016","Wed Feb 24 11:38:17 PST 2016","2016-02-24 19:43:09 UTC","","","50","100% (12/12)","100% (12/12)","100% (12/12)","Gangnam_Style-South_Korea","<font color=""blue"">Question</font>: How much money did ""Gangnam Style"" bring South Korea by 2012?<br/><font color=""blue"">Sentence(s)</font>: In 2012, the South Korean government announced that ""Gangnam Style"" had brought in $13.4 million to the country’s audio sector, and it subsequently launched a campaign to further expand the K-Pop music industry overseas.","How much money did Gangham Style make South Korea?"
"39HYCOOPKOL24MH0IKN71USCIO2MD8","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3TK8OJTYM1LX6QCTROKUC4OWXWFPVC","A3BBPCRHAJ61PP","Approved","Tue Feb 23 11:34:45 PST 2016","Tue Feb 23 11:35:09 PST 2016","Wed Feb 24 11:35:09 PST 2016","2016-02-24 19:38:11 UTC","","","24","100% (56/56)","100% (56/56)","100% (7/7)","Let_It_Be-Conflicts","<font color=""blue"">Question</font>: Did Harrison walk out and quit on the group?<br/><font color=""blue"">Sentence(s)</font>: At one point, Harrison walked out and quit the group after several arguments with McCartney and a severe fall-out with Lennon, due to the former's perfectionism and the latter's growing lack of interest in the band.","Did Harrison quit the group?"
"307L9TDWJYSA4C031WWV10V0W1N3NR","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3CTOC39K37QZ9P8ZEDCU9UMH2F4J7G","A2VZ8PX50FB2IG","Approved","Tue Feb 23 11:45:37 PST 2016","Tue Feb 23 11:47:28 PST 2016","Wed Feb 24 11:47:28 PST 2016","2016-02-24 19:48:09 UTC","","","111","100% (1/1)","100% (1/1)","100% (1/1)","Hey_Jude-Composition_and_structure","<font color=""blue"">Question</font>: Who sings the opening vocals on ""Hey Jude?""<br/><font color=""blue"">Sentence(s)</font>: ""Hey Jude"" begins with McCartney singing lead vocals and playing the piano.","In the beginning of ""HEY JUDE"" who is singing?"
"3GL25Y6843UG2SMH9KOJV1V4Y6EXML","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3LRKMWOKB5HIN3GXQNYL1XTZAXU2Z3","A2416IYI3FQMAG","Approved","Tue Feb 23 11:35:49 PST 2016","Tue Feb 23 11:36:17 PST 2016","Wed Feb 24 11:36:17 PST 2016","2016-02-24 19:38:12 UTC","","","28","100% (26/26)","100% (26/26)","100% (26/26)","I_Want_to_Hold_Your_Hand-Musical_structure","<font color=""blue"">Question</font>: In what chord does the opening melody of ""ill tell you""<br/><font color=""blue"">Sentence(s)</font>: The song is in the key of G and opens on ""I'll tell you"" with a D-B, B-D melody note drop and rise over a I (G) chord.","In the song ""I'll Tell You"", what chord is played during the opening melody?"
"3QQUBC64ZEEMKA7HLL3J8GK43WOXNL","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","38BQUHLA9W0WV36JYW6O080TWY7MOB","A3AIWGHQMXLCZR","Approved","Tue Feb 23 11:34:48 PST 2016","Tue Feb 23 11:35:02 PST 2016","Wed Feb 24 11:35:02 PST 2016","2016-02-24 19:38:11 UTC","","","14","100% (28/28)","100% (28/28)","100% (28/28)","Every_Breath_You_Take-Origins_and_songwriting","<font color=""blue"">Question</font>: What does Sting insists that the song is all about?<br/><font color=""blue"">Sentence(s)</font>: He insists it's about the obsession with a lost lover, and the jealousy and surveillance that follow.","What does Sting say the song is about?"
"3IYI9285WS02YM51FRF41WIDTUWCJV","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3NG53N1RLVJZVEGGJV9KKQ4OMYE8PQ","A4T1X0PO5N1G9","Approved","Tue Feb 23 11:32:31 PST 2016","Tue Feb 23 11:34:36 PST 2016","Wed Feb 24 11:34:36 PST 2016","2016-02-24 19:38:11 UTC","","","125","100% (26/26)","100% (26/26)","100% (26/26)","Free_Bird-Reception","<font color=""blue"">Question</font>: Where does ""Free Bird"" rank on Rolling Stone's 500 Greatest Songs of All Time?<br/><font color=""blue"">Sentence(s)</font>: ""Free Bird"" is included in The Rock and Roll Hall of Fame's 500 Songs that Shaped Rock and Roll, and at number 193 in Rolling Stone's 500 Greatest Songs of All Time.","What number did ""Free Bird"" reach on Rolling Stone's 500 Greatest Songs list?"
"3FHTJGYT8N0B19O4CQG7OJP40LTPGH","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3K9FOBBF2HJU70OMX55WL6LZ6JELNV","A5EU1AQJNC7F2","Approved","Tue Feb 23 11:45:31 PST 2016","Tue Feb 23 11:45:45 PST 2016","Wed Feb 24 11:45:45 PST 2016","2016-02-24 19:48:09 UTC","","","14","100% (131/131)","100% (131/131)","100% (19/19)","She_Will_Be_Loved-Abstract","<font color=""blue"">Question</font>: Who sings She Will Be Loved?<br/><font color=""blue"">Sentence(s)</font>: ""She Will Be Loved"" is the third single on the American band Maroon 5's 2002 debut album, ""Songs About Jane"".","What band sang She Will Be Loved?"
"39RRBHZ0AU1OXAG5OUDVFIUSXZOZV1","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3634BBTX0OUGT73ZEEP6LLKYNOXIF6","A36W7RZROOARHJ","Approved","Tue Feb 23 11:35:32 PST 2016","Tue Feb 23 11:36:36 PST 2016","Wed Feb 24 11:36:36 PST 2016","2016-02-24 19:38:12 UTC","","","64","100% (12/12)","100% (12/12)","100% (12/12)","Wake_Me_Up_When_September_Ends-Music_video","<font color=""blue"">Question</font>: Wake Me Up When September Ends was peformed by what artist?<br/><font color=""blue"">Sentence(s)</font>: The video features Green Day's support guitarist, Jason White.</br>This is the second time Jason White has appeared in a Green Day video, first appearing in ""When I Come Around"", ten years earlier but not as a band member.The video focuses on a very loving couple (played by Jamie Bell and Evan Rachel Wood).","Who did Wake Me Me Up When September Ends?"
"3CIS7GGG65JQ9009NHPDYMRRVM6UE1","3NN44GVSBHYJ0O7TSGQIW54S1NLFGC","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.10","Tue Feb 23 11:29:56 PST 2016","1","BatchId:2281500;","180","86400","Tue Mar 01 11:29:56 PST 2016","","","3WYGZ5XF3WFG37Y9K1AH50IQ4IESK8","A2SD7GN80U31GW","Approved","Tue Feb 23 11:31:39 PST 2016","Tue Feb 23 11:34:32 PST 2016","Wed Feb 24 11:34:32 PST 2016","2016-02-24 19:38:11 UTC","","","173","100% (7/7)","100% (7/7)","100% (7/7)","Can't_Smile_Without_You-Abstract","<font color=""blue"">Question</font>: What song did the single ""Last Christmas"" lift it's melody from?<br/><font color=""blue"">Sentence(s)</font>: single ""Last Christmas"" lifted its melody from ""Can't Smile Without You.""","What song did ""Last Christmas""'s melody come from?"
