HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
3RHLQY6EDT4M0WSUCGNBF0BCXUV4D4,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:56 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:56 PST 2016,,,3YDTZAI2WXGVVLACMQ8H2I6LISN14C,A1NLPINPHRIZIY,Submitted,Wed Mar 02 15:14:30 PST 2016,Wed Mar 02 15:15:56 PST 2016,Thu Mar 03 15:15:56 PST 2016,,,,86,0% (0/0),0% (0/0),0% (0/0),South_Korea-Public_health_and_safety,"<font color=""blue"">Question</font>: How alife expectancy increased or decreased in South Korea since 1950?<br/><font color=""blue"">Sentence(s)</font>: Although life expectancy has increased significantly since 1950, South Korea faces a number of important health-care issues.","Since 1950, has life expectancy changed in South Korea?",,
3S1WOPCJFGTHVKPFBILZRKIGF2LJE0,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:58 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:58 PST 2016,,,3X66WABAJWI7H4HB4VO1Z0IL6H9G35,A1NLPINPHRIZIY,Submitted,Wed Mar 02 15:15:56 PST 2016,Wed Mar 02 15:17:10 PST 2016,Thu Mar 03 15:17:10 PST 2016,,,,74,0% (0/0),0% (0/0),0% (0/0),World_War_II-Axis_advance_stalls_(1942–43),"<font color=""blue"">Question</font>: Which government wanted a ""ring"" built around Germany?<br/><font color=""blue"">Sentence(s)</font>: The British, on the other hand, argued that military operations should target peripheral areas in order to throw a ""ring"" around Germany which would wear out German strength, lead to increasing demoralisation, and bolster resistance forces.","Which government wanted to build a ""ring"" around Germany?",,
3UZUVSO3P7V7WSV0EFYR7CAXJXHEM2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:52 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:52 PST 2016,,,3YOH7BII097WVZFDEWFMGN2X4IHVKI,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 14:58:06 PST 2016,Wed Mar 02 15:00:08 PST 2016,Thu Mar 03 15:00:08 PST 2016,,,,122,100% (54/54),100% (54/54),100% (54/54),Free_Bird-Cover_versions,"<font color=""blue"">Question</font>: When did Wynonna Judd cover ""Free Bird""?<br/><font color=""blue"">Sentence(s)</font>: It was also covered by Wynonna Judd on the 1994 tribute album ""Skynyrd Frynds"".","In which year did Wynonna Judd cover the song ""Free Bird""?",,
3IWA71V4TIGEDP1PM4H265YI93D6XT,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:52 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:52 PST 2016,,,378XPAWRUCDLXGMR3Y3E7K97R4SAIM,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:04:08 PST 2016,Wed Mar 02 15:04:44 PST 2016,Thu Mar 03 15:04:44 PST 2016,,,,36,100% (54/54),100% (54/54),100% (54/54),Love_the_Way_You_Lie-Recognition,"<font color=""blue"">Question</font>: Who said, ""You cannot write a song any better than that, because that's how this kind of thing happens in real life.""<br/><font color=""blue"">Sentence(s)</font>: He concluded, ""You cannot write a song any better than that, because that's how this kind of thing happens in real life.""","Who was behind the quote, “You cannot write a song any better than that, because that's how this kind of thing happens in real life”?",,
3D5G8J4N5A4SBY76I2ODTUTBDZFTVL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:53 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:53 PST 2016,,,3A4NIXBJ76ZOPI3ML4QW8RWZ2PBLMV,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:04:44 PST 2016,Wed Mar 02 15:05:22 PST 2016,Thu Mar 03 15:05:22 PST 2016,,,,38,100% (54/54),100% (54/54),100% (54/54),Gilmore_Girls-DVD_releases,"<font color=""blue"">Question</font>: Which seasons are available for download in HD?<br/><font color=""blue"">Sentence(s)</font>: All seasons are available for digital download on the iTunes Store, Amazon.com and other digital sales websites.Seasons 4 through 7 are also available in HD on iTunes Store.",Which seasons are available for HD download in the iTunes store?,,
37VUR2VJ6APV35PXP29YXWMR0A9C1Z,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:54 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:54 PST 2016,,,3WMINLGALB3UKD0RBO7SWHBCEZ7ACJ,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 14:58:00 PST 2016,Wed Mar 02 14:58:51 PST 2016,Thu Mar 03 14:58:51 PST 2016,,,,51,100% (54/54),100% (54/54),100% (54/54),Vincent_van_Gogh-Influence,"<font color=""blue"">Question</font>: Who was Francis Bacon inspired by when creating a series of painting starting in 1957?<br/><font color=""blue"">Sentence(s)</font>: ""In 1957, Francis Bacon (1909–1992) based a series of paintings on reproductions of Van Gogh's ""The Painter on the Road to Tarascon"", the original of which was destroyed during World War II.</br>Bacon was inspired by not only an image he described as ""haunting"", but also Van Gogh himself, whom Bacon regarded as an alienated outsider, a position which resonated with Bacon.",Who was the inspiration behind Francis Bacon's series of paintings that began in 1957?,,
3QGHA0EA0J05U1DU8Q2OF263E1HWB8,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:55 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:55 PST 2016,,,39LNWE0K4UW5CP0P93K57LL1Y7LUIJ,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:07:56 PST 2016,Wed Mar 02 15:08:43 PST 2016,Thu Mar 03 15:08:43 PST 2016,,,,47,100% (54/54),100% (54/54),100% (54/54),Henry_Moore-Art_market,"<font color=""blue"">Question</font>: What year did he achieve his $4.1 million record?<br/><font color=""blue"">Sentence(s)</font>: Although a first record of $4.1 million was set in 1990, Moore's market slumped during the recession that followed.",In which year did Moore set a $4.1 million record?,,
3MQY1YVHS3KJILFNU6DHRVQEAUMB25,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:55 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:55 PST 2016,,,3WOKGM4L71GZSPZC9RJQ2BTGURH0OI,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:12:20 PST 2016,Wed Mar 02 15:13:53 PST 2016,Thu Mar 03 15:13:53 PST 2016,,,,93,100% (54/54),100% (54/54),100% (54/54),Jackson_Pollock-In_pop_culture_and_media,"<font color=""blue"">Question</font>: Who's 1960 album featured a Pollock painting as its cover artwork?<br/><font color=""blue"">Sentence(s)</font>: In 1960, Ornette Coleman's album """" featured a Pollock painting as its cover artwork.The British indie band The Stone Roses were heavily influenced by Pollock; they have cover artwork made of pastiches of his work.In the early 1990s, three groups of movie makers were developing Pollock biographical projects, each based on a different source.",Which band featured a Pollock painting as its album cover in 1960?,,
3GITHABACYLLJU4KXWIQIQQ8RK1N29,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:55 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:55 PST 2016,,,3VSOLARPKB9S2UU3QPIR7JWY24E937,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:08:44 PST 2016,Wed Mar 02 15:09:52 PST 2016,Thu Mar 03 15:09:52 PST 2016,,,,68,100% (54/54),100% (54/54),100% (54/54),Golf-Equipment,"<font color=""blue"">Question</font>: The golf club is used for what?<br/><font color=""blue"">Sentence(s)</font>: Golf clubs are used to hit the golf ball.",In which manner is the golf club used?,,
3RIHDBQ1NEYJG2M24G6XSF7ABD9HML,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:55 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:55 PST 2016,,,358010RM5ET2FZEKDFUB6HAZ0RXVX8,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:07:02 PST 2016,Wed Mar 02 15:07:55 PST 2016,Thu Mar 03 15:07:55 PST 2016,,,,53,100% (54/54),100% (54/54),100% (54/54),Badminton-Singles,"<font color=""blue"">Question</font>: Where are singles strokes in badminton normally directed?<br/><font color=""blue"">Sentence(s)</font>: Since one person needs to cover the entire court, singles tactics are based on forcing the opponent to move as much as possible; this means that singles strokes are normally directed to the corners of the court.","In the game of badminton, where are singles strokes aimed?",,
