"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.paragraph_id","Input.content","Answer.ParaphraseQuestionBox","Approve","Reject"
"34KYK9TV2R8CNKWLOLSNID3I8PNSBT","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","30H4UDGLT2IEG3IKDWJ3P85J7ZHMPZ","A4T1X0PO5N1G9","Submitted","Wed Mar 02 15:52:54 PST 2016","Wed Mar 02 15:53:16 PST 2016","Thu Mar 03 15:53:16 PST 2016","","","","22","100% (236/236)","100% (236/236)","100% (210/210)","Rolling_in_the_Deep-Commercial_performance","<font color=""blue"">Question</font>: How many weeks did Adele's song ""Rolling in the Deep"" spend in the Billboard top 10?<br/><font color=""blue"">Sentence(s)</font>: The song spent the first ten weeks of its chart run in the top ten.Upon its American release, ""Rolling in the Deep"" became Adele's second single to chart in the country.","How long was ""Rolling in the Deep"" in the Billboard Top 10?"
"39WSF6KUV2LVWVGCRVD4ZGZ2EXXEOI","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","35H6S234SA08YQF96138263GQZ056L","A4T1X0PO5N1G9","Submitted","Wed Mar 02 15:47:05 PST 2016","Wed Mar 02 15:48:08 PST 2016","Thu Mar 03 15:48:08 PST 2016","","","","63","100% (236/236)","100% (236/236)","100% (210/210)","Gangnam_Style-Miscellaneous","<font color=""blue"">Question</font>: CNN readers ranked it and which number for the best song of 2012?<br/><font color=""blue"">Sentence(s)</font>: CNN readers picked ""Gangnam Style"" as the eighth best song of 2012.","What song was ranked 8th on CNN's list in 2012?"
"39I4RL8QGJH3CCXWYC616LQAPMP4HE","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","3LQ8PUHQFLS073U594D6O6WB4ZNHI9","A2P76QVLSGJR45","Submitted","Wed Mar 02 15:54:37 PST 2016","Wed Mar 02 15:55:06 PST 2016","Thu Mar 03 15:55:06 PST 2016","","","","29","100% (13/13)","100% (13/13)","100% (13/13)","Let_It_Be-Abstract","<font color=""blue"">Question</font>: Which band released ""Let It Be""?<br/><font color=""blue"">Sentence(s)</font>: Let It Be is the twelfth and final studio album released by the English rock band the Beatles.","Which band released the album ""Let it Be""?"
"33KMQD9OFJE32A93N1IWIKLQ2LJ77Z","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","3TXD01ZLD4HB4I1AOEI1DKBITPNU47","A4T1X0PO5N1G9","Submitted","Wed Mar 02 15:57:22 PST 2016","Wed Mar 02 15:57:51 PST 2016","Thu Mar 03 15:57:51 PST 2016","","","","29","100% (236/236)","100% (236/236)","100% (210/210)","Hey_Jude-Personnel","<font color=""blue"">Question</font>: Who was the backing vocal and acoustic guitar?<br/><font color=""blue"">Sentence(s)</font>: John Lennon – backing vocal, acoustic guitar","What musician was backing vocal as well as acoustic guitar?"
"3GITHABACYLLJU4KXWIQIQQ8RK2N2A","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","379J5II41OGQDUB9462DVJRQTNQEL5","A3O614MVAAV6G3","Submitted","Wed Mar 02 16:06:08 PST 2016","Wed Mar 02 16:07:01 PST 2016","Thu Mar 03 16:07:01 PST 2016","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","I_Want_to_Hold_Your_Hand-In_the_studio","<font color=""blue"">Question</font>: Which songs were recorded in German?<br/><font color=""blue"">Sentence(s)</font>: ""I Want to Hold Your Hand"" was one of two Beatles songs (along with ""She Loves You"" as """"Sie liebt dich"""") to be later recorded in German, entitled ""Komm, gib mir deine Hand"".","Which Beatles songs were recorded in German?"
"3T2HW4QDUV7DSASSTFORC24AYMYC99","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","3TY7ZAOG5FKG2YEXBZRXVUC7AMAK0L","A4T1X0PO5N1G9","Submitted","Wed Mar 02 15:53:18 PST 2016","Wed Mar 02 15:53:50 PST 2016","Thu Mar 03 15:53:50 PST 2016","","","","32","100% (236/236)","100% (236/236)","100% (210/210)","Every_Breath_You_Take-Legacy","<font color=""blue"">Question</font>: When did Vh1 rank the song as the #2 best break up song?<br/><font color=""blue"">Sentence(s)</font>: In 2003, VH1 ranked the song the #2 greatest Break-up song of all time.","What year was it ranked as the #2 break up song by VH1?"
"3SV8KD29L4SAHZMTPQZOD9JBIYVZKO","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","3MD9PLUKKIEECP5QC6W5TLWXMOWZNV","A4T1X0PO5N1G9","Submitted","Wed Mar 02 15:47:38 PST 2016","Wed Mar 02 15:47:55 PST 2016","Thu Mar 03 15:47:55 PST 2016","","","","17","100% (236/236)","100% (236/236)","100% (210/210)","Free_Bird-Origins","<font color=""blue"">Question</font>: Who became their keyboardist?<br/><font color=""blue"">Sentence(s)</font>: Soon afterward, the band learned piano-playing roadie Billy Powell had written an intro to the song; upon hearing it, they included it as the finishing touch and had him formally join as their keyboardist.","What was the name of the keyboardist?"
"302OLP89DZ7RXT2XLL2R8XFU44GCAO","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","33L7PJKHCGYXN69N0CI4P05LCXD8T2","A2P76QVLSGJR45","Submitted","Wed Mar 02 15:50:28 PST 2016","Wed Mar 02 15:51:05 PST 2016","Thu Mar 03 15:51:05 PST 2016","","","","37","100% (13/13)","100% (13/13)","100% (13/13)","Counting_Stars-Credits_and_personnel","<font color=""blue"">Question</font>: Who was in charge of engineering on the album ""Counting Stars?""<br/><font color=""blue"">Sentence(s)</font>: Engineering – Smith Carlson","Who was the sound engineer of the album ""Counting Stars?"""
"3JU8CV4BRLCZTM5209TFTSY6S4ZPOE","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","39RP059MEHTCC9HAUR12UO0UQV3BM4","A3U6IA3JUSFZ2M","Submitted","Wed Mar 02 16:04:31 PST 2016","Wed Mar 02 16:04:50 PST 2016","Thu Mar 03 16:04:50 PST 2016","","","","19","100% (1/1)","100% (1/1)","100% (1/1)","How_to_Save_a_Life-Abstract","<font color=""blue"">Question</font>: Which release was the debut album by American alternative rock group The Fray?<br/><font color=""blue"">Sentence(s)</font>: How to Save a Life is the debut album by American alternative rock group The Fray.","What was The Frey"
"3DWGDA5POF4R2EVXGJ43NOAGLHQV1I","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","36WLNQG78ZAE0LPXDTDJHGVLHTBBEE","A4T1X0PO5N1G9","Submitted","Wed Mar 02 16:04:24 PST 2016","Wed Mar 02 16:04:51 PST 2016","Thu Mar 03 16:04:51 PST 2016","","","","27","100% (236/236)","100% (236/236)","100% (210/210)","Chasing_Cars-Covers_and_samples","<font color=""blue"">Question</font>: When did the song ""Chasing Cars"" air on the trance radio show ""A State of Trance?""<br/><font color=""blue"">Sentence(s)</font>: It aired on the trance radio show ""A State of Trance"" episode 262 on 17 August 2006.","What date did Chasing Cars air on ""A State of Trance""?"
"3O2Y2UIUCQU4CIVTOE5HAH3T6T2KFM","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Wed Mar 02 15:46:29 PST 2016","1","BatchId:2293248;","180","86400","Wed Mar 09 15:46:29 PST 2016","","","358010RM5ET2FZEKDFUB6HAZ0R1VXC","A2P76QVLSGJR45","Submitted","Wed Mar 02 15:53:20 PST 2016","Wed Mar 02 15:54:36 PST 2016","Thu Mar 03 15:54:36 PST 2016","","","","76","100% (13/13)","100% (13/13)","100% (13/13)","Viva_la_Vida-In_popular_culture","<font color=""blue"">Question</font>: When did the song ""Viva la Vida"" become available for download in the game Rock Band 3?<br/><font color=""blue"">Sentence(s)</font>:  Coldplay performed the song at the Closing Ceremony of London 2012 (the ceremony to mark the end of the Paralympic Games, and so also the end of the summer of the London 2012 Olympic and Paralympics).","When was the ""Viva la Vida"" available to download for the game Rock Band 3?"
