paragraph_id,content
Rolling_in_the_Deep-Media_usage,"<font color=""blue"">Question</font>: For which film was ""Rolling In the Deep"" used in the advertising trailer?<br/><font color=""blue"">Sentence(s)</font>: ""Rolling in the Deep"" first gained attention when it was used in a trailer for the film ""I Am Number Four"" and in the film itself."
Gangnam_Style-Music_industry,"<font color=""blue"">Question</font>: How much did Psy earn from Gangnam Style?<br/><font color=""blue"">Sentence(s)</font>: Although Psy earned more than US$60,000 from music sales of ""Gangnam Style"" in South Korea alone, he and his music label YG Entertainment have raked in almost US$1 million from advertisements which appear on YouTube videos identified for using ""Gangnam Style"" in its content."
Let_It_Be-Personnel,"<font color=""blue"">Question</font>: Who has choral arrangements on ""Across the Universe"", ""I Me Mine"" and ""The Long and Winding Road""?<br/><font color=""blue"">Sentence(s)</font>: John Barham – choral arrangements on ""Across the Universe"", ""I Me Mine"" and ""The Long and Winding Road"""
Hey_Jude-Critical_reception,"<font color=""blue"">Question</font>: In what categories was ""Hey Jude"" nominated for grammy in 1969?<br/><font color=""blue"">Sentence(s)</font>: """"Hey Jude"" was nominated for the Grammy Awards of 1969 in the Record of the Year, Song of the Year, and Best Pop Performance by a Duo or Group with Vocal categories but failed to win any of them."
I_Want_to_Hold_Your_Hand-Background_and_composition,"<font color=""blue"">Question</font>: Who taught the oboe in the ""small, rather stuffy music room"" in the basement where Lennon and McCartney sat at the piano and composed 'I Want to Hold Your Hand'?<br/><font color=""blue"">Sentence(s)</font>: Margaret Asher taught the oboe in the ""small, rather stuffy music room"" in the basement where Lennon and McCartney sat at the piano and composed 'I Want to Hold Your Hand'."
Every_Breath_You_Take-Track_listing,"<font color=""blue"">Question</font>: How long is Every Breath You Take?<br/><font color=""blue"">Sentence(s)</font>:  ""Every Breath You Take"" – 4:13"
Free_Bird-Legacy,"<font color=""blue"">Question</font>: What was the origin of ""Free Bird""<br/><font color=""blue"">Sentence(s)</font>: The phenomenon began earlier in the 1970s with The Allman Brothers Band's epic ""Whipping Post"", but then took off to a much greater extent with ""Free Bird"", which was very popular by 1979."
How_to_Save_a_Life-Singles,"<font color=""blue"">Question</font>: When did Over My Head become a top 40 hit?<br/><font color=""blue"">Sentence(s)</font>: ""Over My Head (Cable Car)"" was released as the first single from the album, and it became a top 40 hit on the Modern Rock Tracks chart in late 2005."
Chasing_Cars-Music_video,"<font color=""blue"">Question</font>: Who  enters a pool of water next to him and in the end of the video, he gets out of the water, rises on his feet and looks up at the camera as it zooms out overhead?<br/><font color=""blue"">Sentence(s)</font>: Gary enters a pool of water next to him and in the end of the video, he gets out of the water, rises on his feet and looks up at the camera as it zooms out overhead.In the US music video, Lightbody is shown lying down in busy places while singing."
Viva_la_Vida-Critical_response,"<font color=""blue"">Question</font>: Which song was listed number 8 on ""Village Voice""'s Pazz and Jop list?<br/><font color=""blue"">Sentence(s)</font>: ""Viva la Vida"" was also listed at number five on ""Blender""'s 1001 Downloads: The Top 144 Songs of 2008, as well in the number eight position on ""Village Voice""'s Pazz and Jop list."
