paragraph_id,content
Rolling_in_the_Deep-Personnel,"<font color=""blue"">Question</font>: Who played piano on ""Rolling in the Deep""?<br/><font color=""blue"">Sentence(s)</font>: Piano – Neil Cowley"
Gangnam_Style-South_Korea,"<font color=""blue"">Question</font>: Korea's services account recorded a surplus of how much in the first nine months of this year?<br/><font color=""blue"">Sentence(s)</font>: According to the Bank of Korea, the country's services account recorded a surplus of USD 2.3 billion in the first nine months of this year, compared to a deficit of USD 4.5 billion last year."
Let_It_Be-Conflicts,"<font color=""blue"">Question</font>: Which album did the Beatles record the year before Let It Be?<br/><font color=""blue"">Sentence(s)</font>: The acrimony that began during the recording of the previous year's ""White Album"" resumed soon after the rehearsals began."
Hey_Jude-Composition_and_structure,"<font color=""blue"">Question</font>: What are the three chords that McCartney plays on?<br/><font color=""blue"">Sentence(s)</font>: The patterns McCartney plays are based on three chords: F, C, and B-flat (I, V and IV); the second verse adds accompaniment by guitar and a single tambourine."
I_Want_to_Hold_Your_Hand-Musical_structure,"<font color=""blue"">Question</font>: What does Everett think of the chord?<br/><font color=""blue"">Sentence(s)</font>: Everett is of the same opinion."
Every_Breath_You_Take-Origins_and_songwriting,"<font color=""blue"">Question</font>: What was the song ""Every Breath You Take"" influenced by?<br/><font color=""blue"">Sentence(s)</font>: ""According to the ""Back to Mono"" box-set book, ""Every Breath You Take"" is influenced by a Gene Pitney song titled ""Every Breath I Take""."
Free_Bird-Reception,"<font color=""blue"">Question</font>: How long does the triple guitar solo that closes out ""Free Bird"" last?<br/><font color=""blue"">Sentence(s)</font>: Many recognize its 5:12 triple guitar solo section that closes it out."
She_Will_Be_Loved-Abstract,"<font color=""blue"">Question</font>: In what position did the song peak in the UK?<br/><font color=""blue"">Sentence(s)</font>: It peaked at #4 in the United Kingdom."
Counting_Stars-Abstract,"<font color=""blue"">Question</font>: Who wrote the song ""Counting Stars?""<br/><font color=""blue"">Sentence(s)</font>: The song was written by lead singer Ryan Tedder, and produced by Tedder and Noel Zancanella."
How_to_Save_a_Life-Release,"<font color=""blue"">Question</font>: What was the 2nd single from How to Save a Life?<br/><font color=""blue"">Sentence(s)</font>: The release of the second single, ""How to Save a Life"", a world-wide smash, helped the album enter the top 5 in several charts across the world, and brought The Fray mainstream popularity."
Wake_Me_Up_When_September_Ends-Music_video,"<font color=""blue"">Question</font>: What year was a live version of the song recorded in?<br/><font color=""blue"">Sentence(s)</font>: A live version of the song, recorded on September 3, 2005, at Gillette Stadium in Foxborough, Massachusetts was released soon after and dedicated to the hurricane's victims."
Chasing_Cars-Promotion_and_release,"<font color=""blue"">Question</font>: What late night show did Snow Patrol perform the song on?<br/><font color=""blue"">Sentence(s)</font>: Snow Patrol played ""Chasing Cars"" on an appearance on ""Late Night with Conan O'Brien""."
Can't_Smile_Without_You-Abstract,"<font color=""blue"">Question</font>: In what year was George Michael cleared of his charged?<br/><font color=""blue"">Sentence(s)</font>: In 2010 George Michael was publicly cleared of all charges.Jerry Lewis often sings the song on his annual Muscular Dystrophy Association telethon, with altered lyrics that speak of the need for the viewers to call in their pledge.The song has appeared in such films as ""Four Weddings and a Funeral"", ', ""Unconditional Love"", ""Starsky & Hutch"", ' and ""Fear and Loathing in Las Vegas"".In 2008, there was an attempt by Tottenham Hotspur F.C."
I_Believe_I_Can_Fly-Notable_other_performances,"<font color=""blue"">Question</font>: Who performed the song on the X-Factor?<br/><font color=""blue"">Sentence(s)</font>: It also the song was in the 1997 NBA Finals on NBC.On December 21, 2011, R. Kelly performed it on X-Factor as a duet with Melanie Amaro.A version of the song, recorded by the Halifax community choir, was used as the backing track to a 2012 UK TV advertisement for the Halifax Bank.On October 13, 2012, when the Space Shuttle Endeavour was being transferred from Los Angeles International Airport to the California Science Center through the streets of Los Angeles, the recording was played as the shuttle left The Forum, and the song was performed live by James Ingram later that day at Debbie Allen's live show celebrating the Endeavour's arrival at the corner of Crenshaw Blvd and Martin Luther King Blvd."
Love_the_Way_You_Lie-Production,"<font color=""blue"">Question</font>: What company produced the clip?<br/><font color=""blue"">Sentence(s)</font>: The clip was produced by Kathy Angstadt and Maryann Tanedo of HSI Productions."
All_I_Want_for_Christmas_Is_You-Background_and_writing,"<font color=""blue"">Question</font>: What type of radio stations was the song sent to after the album was released?<br/><font color=""blue"">Sentence(s)</font>: After the album's release, many promotional singles were released; while other songs were sent to Christian airplay radio stations, ""All I Want for Christmas Is You"" was sent to pop and Top 40 channels."
Jingle_Bell_Rock-Abstract,"<font color=""blue"">Question</font>: Who composed Jingle Bell Rock?<br/><font color=""blue"">Sentence(s)</font>: ""Jingle Bell Rock"" was composed by Joseph Carleton Beal (1900–1967), and James Ross Boothe (1917–1976).Beal was a Massachusetts-born public relations man and longtime resident of South Ocean Avenue in Atlantic City, New Jersey, and Boothe was a Texan writer in the advertising business."
Have_Yourself_a_Merry_Little_Christmas-Abstract,"<font color=""blue"">Question</font>: Who recorded a modified version of the song?<br/><font color=""blue"">Sentence(s)</font>: Frank Sinatra later recorded a version with modified lyrics."
The_Christmas_Song-Abstract,"<font color=""blue"">Question</font>: What year was The Christmas Song recorded?<br/><font color=""blue"">Sentence(s)</font>: ""The Nat King Cole Trio first recorded the song early in 1946."
Santa_Claus_Is_Coming_to_Town-Abstract,"<font color=""blue"">Question</font>: How many copies were sold of the sheet music the next day?<br/><font color=""blue"">Sentence(s)</font>: It became an instant hit with orders for 100,000 copies of sheet music the next day and more than 400,000 copies sold by Christmas."
Prison_Break-Season_2,"<font color=""blue"">Question</font>: What federal agent was assigned to track down the 8 fugitives?<br/><font color=""blue"">Sentence(s)</font>: Federal agent Alexander Mahone (William Fichtner) is assigned to track down and capture the eight fugitives, but is revealed to be working for The Company, which wants all eight men dead."
"Friends-""Joey""","<font color=""blue"">Question</font>: How many people watched the pilot for ""Joey""?<br/><font color=""blue"">Sentence(s)</font>: The pilot was watched by 18.60 million American viewers, but ratings continually decreased throughout the series' two seasons, averaging 10.20 million viewers in the first season and 7.10 million in the second."
