paragraph_id,content
Somebody_That_I_Used_to_Know-Accolades,"<font color=""blue"">Question</font>: What was nominated at the 2012 Teen Choice Awards for ""Choice Rock Song?""<br/><font color=""blue"">Sentence(s)</font>: On 15 July 2011, the song finished third in the 2011 Vanda & Young Songwriting Competition, with the winning song, ""Cameo Lover"", by Kimbra.</br>It is also nominated at the 2012 Teen Choice Awards for ""Choice Rock Song"" and ""Choice Break-Up Song""."
Somebody_That_I_Used_to_Know-Track_listing,"<font color=""blue"">Question</font>: How long is the song ""bronte""<br/><font color=""blue"">Sentence(s)</font>:  ""Bronte"" – 3:13"
Call_Me_Maybe-Music_video,"<font color=""blue"">Question</font>: What does Jepsen do before seeing her neighbor pass one of her male bandmates his own number?<br/><font color=""blue"">Sentence(s)</font>: After turning and writing down her telephone number, Jepsen sees her neighbor pass one of her male bandmates (Tavish Crowe) his own number, indicating he is attracted to the man instead."
Call_Me_Maybe-Track_listings,"<font color=""blue"">Question</font>: What other songs are included on the Call Me Maybe Digital EP?<br/><font color=""blue"">Sentence(s)</font>:  ""Call Me Maybe""  – 3:13</br> ""Both Sides Now""  – 3:53"
We_Are_Young-Abstract,"<font color=""blue"">Question</font>: On what date was ""We Are Young"" released?<br/><font color=""blue"">Sentence(s)</font>: It was released on September 20, 2011 as the lead single from ""Some Nights""."
We_Are_Young-Composition_and_lyrical_interpretation,"<font color=""blue"">Question</font>: What did Andrew Unterberger compare the song's chorus to?<br/><font color=""blue"">Sentence(s)</font>: Andrew Unterberger of ""Popdust"" compared the song's chorus to that of Pat Benatar's ""Love Is a Battlefield"" and Supergrass' ""Alright,"" and noted that nearly every word in the chorus is imbued with maximum passion and importance."
Payphone_(song)-Synopsis,"<font color=""blue"">Question</font>: Who played the female coworker in Payphone?<br/><font color=""blue"">Sentence(s)</font>: He and his female co-worker (played by Dutch model Bregje Heinen) escape though Levine is shot in the arm, but when some cops mistake him for one of the robbers, Levine tells the female co-worker to hide in a car and steals an AC Cobra 427 that belongs to Wiz Khalifa to get away from them."
Payphone_(song)-Covers,"<font color=""blue"">Question</font>: When did singing sisters Cimorelli post their Youtube cover of Payphone?<br/><font color=""blue"">Sentence(s)</font>: On 7 May 2012, singing sisters Cimorelli posted a cover on YouTube, which has been watched over 15 million times but Dani and Lauren changed up the rap."
"Lights_(musician)-2008–09:_""Lights""_and_""The_Listening""","<font color=""blue"">Question</font>: What record label did Lights sign to in 2008?<br/><font color=""blue"">Sentence(s)</font>: In late 2008, she toured the United States.In August 2008, Lights signed a record deal with Toronto based label Underground Operations."
"Lights_(musician)-2010–present:_""Acoustic""_EP,_""Siberia"",_""Siberia_Acoustic"",_and_""Tour""","<font color=""blue"">Question</font>: When was the album ""Siberia Acoustic"" released?<br/><font color=""blue"">Sentence(s)</font>: The album, ""Siberia Acoustic"", was released on April 30, 2013, and reached Number 7 in Canada."
Glad_You_Came-Chart_performance,"<font color=""blue"">Question</font>: How many first week copies did ""glad you came"" debute with?<br/><font color=""blue"">Sentence(s)</font>: In the United Kingdom, the song debuted at number one with first-week sales of over 117,000 copies, becoming the band's second number-one single in the UK."
Glad_You_Came-In_popular_culture_/_Cover_versions,"<font color=""blue"">Question</font>: Which metalcore band covered this song?<br/><font color=""blue"">Sentence(s)</font>:  American metalcore band We Came as Romans released a cover of this song for the compilation album Punk Goes Pop 5."
Stronger_(What_Doesn't_Kill_You)-Usage_in_media,"<font color=""blue"">Question</font>: What games did Katy Perry's Stronger appear in?<br/><font color=""blue"">Sentence(s)</font>: It was also featured in a playable piece in the Harmonix video game ""Rock Band Blitz"", ""Rock Band 3"" and ""Dance Central 3""."
Stronger_(What_Doesn't_Kill_You)-Cover_versions,"<font color=""blue"">Question</font>: Who covered the song on Glee?<br/><font color=""blue"">Sentence(s)</font>: ""Stronger"" has also been performed by contestants of various televised competition programs."
We_Found_Love-Recognition_and_awards,"<font color=""blue"">Question</font>: In what year did ""We Found Love"" win ""Video of the Year"" at the MTV Video Music Awards?<br/><font color=""blue"">Sentence(s)</font>: MTV chose ""We Found Love"" as the third best song of 2011, and ""Video of the Year"" at the MTV Video Music Awards 2012."
We_Found_Love-Cover_versions,"<font color=""blue"">Question</font>: Where was Lindsey Stirling's music video filmed?<br/><font color=""blue"">Sentence(s)</font>: Lindsey Stirling covered it in a music video filmed in a Kenyan village."
Starships_(song)-Abstract,"<font color=""blue"">Question</font>: What video games was the song included in?<br/><font color=""blue"">Sentence(s)</font>: The song was included in the 2012 videogame ""Dance Central 3"" and is included in the best-selling videogame ""Just Dance 2014""."
Starships_(song)-Reception_and_contest,"<font color=""blue"">Question</font>: How many winners are allowed for the contest!<br/><font color=""blue"">Sentence(s)</font>: Minaj will then select 5 winners."
What_Makes_You_Beautiful-Background_and_release,"<font color=""blue"">Question</font>: Who wrote ""What Makes You Beautiful?<br/><font color=""blue"">Sentence(s)</font>: ""What Makes You Beautiful"" was written by Rami Yacoub, Carl Falk and Savan Kotecha, and was produced by Yacoub and Falk."
What_Makes_You_Beautiful-Live_performances,"<font color=""blue"">Question</font>: How many fans came to the plaza?<br/><font color=""blue"">Sentence(s)</font>: An estimated 15,000 fans descended on the plaza."
Set_Fire_to_the_Rain-Background_and_release,"<font color=""blue"">Question</font>: Who helped write the song with Adele?<br/><font color=""blue"">Sentence(s)</font>: ""Set Fire to the Rain"" was written by Adele and Fraser T Smith while the production was handled by Smith."
Set_Fire_to_the_Rain-Live_performances_and_usage_in_media,"<font color=""blue"">Question</font>: Where did Adele first perform ""Set Fire to the Rain?""<br/><font color=""blue"">Sentence(s)</font>: Adele performed the song live for the first time on 29 April on ""The Graham Norton Show""."
Sexy_and_I_Know_It-Track_listing,"<font color=""blue"">Question</font>: How long was the original album version of ""Sexy and I Know It""?<br/><font color=""blue"">Sentence(s)</font>: ""Sexy and I Know It"" (album version) – 3:19"
Some_Nights-Recording_and_production,"<font color=""blue"">Question</font>: What date did the band complete production on the album?<br/><font color=""blue"">Sentence(s)</font>: The band completed production on the album in October 2011."
Some_Nights-Track_listing,"<font color=""blue"">Question</font>: What is the only remix on the track listing?<br/><font color=""blue"">Sentence(s)</font>: ""We Are Young"" (featuring Janelle Monáe) (Alvin Risk Remix) (4:09)"
Wide_Awake_(Katy_Perry_song)-Release_and_reception,"<font color=""blue"">Question</font>: How many nominations did Perry receive for the film?<br/><font color=""blue"">Sentence(s)</font>: Perry received 3 nominations for this Video, which included Video of the Year in the 2012 MTV Video Music Awards."
Wide_Awake_(Katy_Perry_song)-Commercial_performance,"<font color=""blue"">Question</font>: In what country did Perry hold the most number ones?<br/><font color=""blue"">Sentence(s)</font>: The song makes Perry the female artist with the most number ones on New Zealand (eight), passing the previous record of Mariah Carey with seven number 1 singles."
One_More_Night_(Maroon_5_song)-Composition_and_lyrics,"<font color=""blue"">Question</font>: What key is the song ""One More Night written in?<br/><font color=""blue"">Sentence(s)</font>: The song is in the key of F minor and in 4/4 time.Lyrically, the song is built upon the idea of the quintessential push and pull between what the heart, mind and body want, which are usually opposing things."
Drive_By_(song)-Abstract,"<font color=""blue"">Question</font>: What was the name of the parody song Train performed on Sesame Street?<br/><font color=""blue"">Sentence(s)</font>: Train also performed a parody entitled ""Five By"" with Elmo and Count von Count for an episode of ""Sesame Street""."
The_Motto-Abstract,"<font color=""blue"">Question</font>: Who wrote ""The Motto?""<br/><font color=""blue"">Sentence(s)</font>: ""The Motto"" is a song by Canadian recording artist Drake."
The_Motto-Cultural_impact,"<font color=""blue"">Question</font>: Which online media source claims that ""YOLO"" is dumb?<br/><font color=""blue"">Sentence(s)</font>: The Huffington Post says: ""YOLO is dumb."""
Where_Have_You_Been-Track_listing,"<font color=""blue"">Question</font>: How long is the ""Where Have You Been"" (Hardwell Club Mix)"" track?<br/><font color=""blue"">Sentence(s)</font>: ""Where Have You Been"" (Hardwell Club Mix) — 6:34"
Where_Have_You_Been-Credits_and_personnel,"<font color=""blue"">Question</font>: Who did the vocals on Where Have You Been?<br/><font color=""blue"">Sentence(s)</font>: Vocals - Rihanna"
Everybody_Talks-Abstract,"<font color=""blue"">Question</font>: Which band released the lead single ""Everybody Talks"" in 2011?<br/><font color=""blue"">Sentence(s)</font>: ""Everybody Talks"" is the lead single from American rock band Neon Trees' second studio album ""Picture Show"".</br>It was released on December 20, 2011 in the United States as a digital download on iTunes."
Everybody_Talks-Music_video,"<font color=""blue"">Question</font>: Who was the lead singer in Everybody Talks?<br/><font color=""blue"">Sentence(s)</font>: Tyler (the lead singer) is the only one to escape, while the other band members are slaughtered by the zombies, offscreen, to the horror of the audience members at the drive-in."
Take_Care_(album)-Critical_reception,"<font color=""blue"">Question</font>: What is the name of the album being reviewed?<br/><font color=""blue"">Sentence(s)</font>: ""Take Care"" received generally positive reviews from music critics."
Take_Care_(album)-Accolades,"<font color=""blue"">Question</font>: What ranking did ""Take Care"" land at?<br/><font color=""blue"">Sentence(s)</font>: According to Metacritic, ""Take Care"" was the ninth best ranked album in year-end top 10 lists by music critics, based on 135 lists."
I_Won't_Give_Up-Critical_reception,"<font color=""blue"">Question</font>: What did Loh Chuan Junn write of the song?<br/><font color=""blue"">Sentence(s)</font>: Loh Chuan Junn of MSN Music wrote that ""The string-drenched, acoustic-guitar-based sound makes for easy listening, and gets into the listener's head after just the first listen."
I_Won't_Give_Up-Chart_performance,"<font color=""blue"">Question</font>: What number on the BillboardHot 100 chart did the song, ""I Won't Give Up,"" debut?<br/><font color=""blue"">Sentence(s)</font>: While the song debuted at number 8 on the ""Billboard"" Hot 100 chart, it immediately hit the top spot on the Hot Digital Songs chart selling 229,000 downloads for its first week."
It_Will_Rain-Abstract,"<font color=""blue"">Question</font>: When was the song ""it will rain"" released on iTunes?<br/><font color=""blue"">Sentence(s)</font>: The song was released on iTunes for purchase on September 27, 2011."
It_Will_Rain-Credits_and_personnel,"<font color=""blue"">Question</font>: Who was on the violins for the song ""it will rain""?<br/><font color=""blue"">Sentence(s)</font>: Violin– Charlie Bisharat, Josefina Vergara"
Party_Rock_Anthem-Background,"<font color=""blue"">Question</font>: Who was featured in the song that also appeared in the music video?<br/><font color=""blue"">Sentence(s)</font>: Lauren Bennett, featured in the song, also appeared in the music video."
"Party_Rock_Anthem-Television,_films_and_video_games","<font color=""blue"">Question</font>: What is one US tv series the song Party Rock Anthem has appeared in?<br/><font color=""blue"">Sentence(s)</font>: ""Party Rock Anthem"" was used in several TV series such as in the first episode of ""Awkward"", in the season 3, episode 8 of ""Glee"", in the season 5, episode 12 of ""Gossip Girl"", in the season 3 finale of ""Parenthood"", episode 5 of 2 Broke Girls, in season 4, episode 14 of ""Parks and Recreation"", in the eighth season of ""So You Think You Can Dance"" and in the ""South Park"" episode ""City Sushi""."
Part_of_Me_(Katy_Perry_song)-Abstract,"<font color=""blue"">Question</font>: What year did a demo of the song leak?<br/><font color=""blue"">Sentence(s)</font>: A demo of the song leaked online in late 2010, amid speculation that the lyrics were directed to the singer's ex-boyfriend Travie McCoy."
Part_of_Me_(Katy_Perry_song)-Reception,"<font color=""blue"">Question</font>: Why did Perry chose the military plot in the song?<br/><font color=""blue"">Sentence(s)</font>: Perry told MTV that she chose the military plot because it represented the song, saying, ""It's an affirmation of strength, so I wanted to go the strongest route I ever could."""
